fechaHora,cp_41001,cp_41003,cp_41005,cp_41010,cp_41020
2021-08-02T16:00:00+02:00,19.64,13.055,158.295,47.125,51.915
2021-08-02T17:00:00+02:00,22.685,14.175,164.16,47.09,47.255
2021-08-02T18:00:00+02:00,24.43,17.385,174.245,46.085,52.265
2021-08-02T19:00:00+02:00,27.13,21.65,185.625,46.095,45.41
2021-08-02T20:00:00+02:00,26.365,21.025,188.29,46.265,48.555
2021-08-02T21:00:00+02:00,25.2,18.085,,45.72,49.72
2021-08-02T22:00:00+02:00,,12.48,,,
2021-08-02T23:00:00+02:00,,11.555,,,
2021-08-03T00:00:00+02:00,,9.89,,,
2021-08-03T01:00:00+02:00,,9.925,,,
2021-08-03T02:00:00+02:00,,10.02,,,
2021-08-03T03:00:00+02:00,,10.28,,,
2021-08-03T04:00:00+02:00,,9.775,,,
2021-08-03T05:00:00+02:00,,13.56,,,
2021-08-03T06:00:00+02:00,,16.525,,,
2021-08-03T07:00:00+02:00,,20.185,,,
2021-08-03T08:00:00+02:00,24.365,19.68,192.945,57.33,49.305
2021-08-03T09:00:00+02:00,22.235,16.92,190.105,56.985,47.69
2021-08-03T10:00:00+02:00,20.37,14.93,177.37,53.71,53.215
2021-08-03T11:00:00+02:00,20.35,13.63,168.85,51.495,49.19
2021-08-03T12:00:00+02:00,18.795,13.175,170.595,53.14,52.49
2021-08-03T13:00:00+02:00,18.2,13.22,167.2,53.795,50.705
2021-08-03T14:00:00+02:00,16.155,11.685,157.59,46.675,52.945
2021-08-03T15:00:00+02:00,20.75,11.275,156.3,45.955,50.775
2021-08-03T16:00:00+02:00,23.125,10.86,158.66,46.75,53.45
2021-08-03T17:00:00+02:00,23.535,11.35,161.38,47.075,45.965
2021-08-03T18:00:00+02:00,24.615,12.525,165.025,43.755,44.66
2021-08-03T19:00:00+02:00,26.56,13.62,177.07,46.01,43.67
2021-08-03T20:00:00+02:00,26.55,12.685,181.26,44.82,43.75
2021-08-03T21:00:00+02:00,24.935,12.575,167.86,40.745,46.02
2021-08-03T22:00:00+02:00,24.72,11.535,156.235,36.48,44.33
2021-08-03T23:00:00+02:00,24.095,11.005,142.44,32.715,44.45
2021-08-04T00:00:00+02:00,21.055,9.525,124.395,29.225,40.74
2021-08-04T01:00:00+02:00,19.635,9.71,118.005,23.47,42.06
2021-08-04T02:00:00+02:00,17.515,8.525,110.6,23.125,40.17
2021-08-04T03:00:00+02:00,15.645,9.14,108.7,22.13,40.635
2021-08-04T04:00:00+02:00,15.55,9.385,110.57,21.88,40.74
2021-08-04T05:00:00+02:00,18.095,10.06,121.295,24.825,40.4
2021-08-04T06:00:00+02:00,19.48,12.245,149.925,34.045,44.87
2021-08-04T07:00:00+02:00,22.735,14.97,190.385,49.255,46.855
2021-08-04T08:00:00+02:00,23.96,14.925,194.715,55.87,45.91
2021-08-04T09:00:00+02:00,24.42,13.25,188.24,56.625,48.6
2021-08-04T10:00:00+02:00,25.03,12.79,181.345,53.91,51.6
2021-08-04T11:00:00+02:00,25.26,12.13,176.81,51.35,52.915
2021-08-04T12:00:00+02:00,24.15,11.865,183.895,53.65,50.125
2021-08-04T13:00:00+02:00,24.975,12.48,177.98,53.36,48.495
2021-08-04T14:00:00+02:00,25.19,11.81,171.03,50.37,47.65
2021-08-04T15:00:00+02:00,24.03,11.11,157.185,44.37,56.06
2021-08-04T16:00:00+02:00,23.37,11.225,159.75,44.735,50.15
2021-08-04T17:00:00+02:00,23.225,11.285,161.585,44.54,47.98
2021-08-04T18:00:00+02:00,23.595,11.7,167.13,45.775,45.85
2021-08-04T19:00:00+02:00,24.395,13.405,177.89,46.285,41.175
2021-08-04T20:00:00+02:00,24.385,12.28,179.45,47.605,43.79
2021-08-04T21:00:00+02:00,23.525,12.215,163.895,40.705,42.16
2021-08-04T22:00:00+02:00,24.24,10.915,154.605,36.05,47.07
2021-08-04T23:00:00+02:00,22.605,10.695,142.055,32.555,46.88
2021-08-05T00:00:00+02:00,19.83,8.505,123.695,29.445,41.005
2021-08-05T01:00:00+02:00,17.29,7.955,116.35,22.815,39.145
2021-08-05T02:00:00+02:00,16.12,8.13,111.875,22.785,37.57
2021-08-05T03:00:00+02:00,17.07,8.465,110.995,23.005,42.22
2021-08-05T04:00:00+02:00,17.695,8.79,111.275,22.89,42.735
2021-08-05T05:00:00+02:00,19.2,9.56,121.235,24.535,42.25
2021-08-05T06:00:00+02:00,20.39,10.74,146.135,32.38,44.29
2021-08-05T07:00:00+02:00,23.165,13.575,185.83,47.03,44.605
2021-08-05T08:00:00+02:00,25.25,12.635,195.2,54.55,47.025
2021-08-05T09:00:00+02:00,23.3,11.395,181.98,56.16,47.595
2021-08-05T10:00:00+02:00,22.555,10.655,171.2,50.93,49.785
2021-08-05T11:00:00+02:00,22.355,9.6,169.98,52.455,53.94
2021-08-05T12:00:00+02:00,23.14,9.965,166.06,52.3,47.175
2021-08-05T13:00:00+02:00,23.44,11.64,170.58,52.77,52.535
2021-08-05T14:00:00+02:00,23.63,10.075,163.265,49.435,47.84
2021-08-05T15:00:00+02:00,22.85,9.685,151.695,45.31,46.075
2021-08-05T16:00:00+02:00,24.18,10.73,157.165,44.065,49.805
2021-08-05T17:00:00+02:00,25.165,10.62,159.385,44.29,46.66
2021-08-05T18:00:00+02:00,24.835,13.01,165.735,44.61,47.48
2021-08-05T19:00:00+02:00,25.255,12.45,173.79,44.335,42.48
2021-08-05T20:00:00+02:00,25.16,11.23,175.515,44.48,43.105
2021-08-05T21:00:00+02:00,23.29,11.62,167.535,39.385,42.91
2021-08-05T22:00:00+02:00,23.815,10.405,152.125,36.51,44.46
2021-08-05T23:00:00+02:00,22.59,9.78,143.78,33.865,42.645
2021-08-06T00:00:00+02:00,17.45,8.585,126.22,29.41,41.46
2021-08-06T01:00:00+02:00,15.02,8.13,118.085,24.565,39.45
2021-08-06T02:00:00+02:00,14.955,7.985,110.705,23.135,38.97
2021-08-06T03:00:00+02:00,16.22,8.945,109.265,22.035,42.445
2021-08-06T04:00:00+02:00,16.695,8.67,110.695,21.87,39.61
2021-08-06T05:00:00+02:00,20.12,8.95,120.28,23.305,37.125
2021-08-06T06:00:00+02:00,22.47,10.885,147.255,31.725,40.43
2021-08-06T07:00:00+02:00,24.34,13.395,188.67,46.555,46.37
2021-08-06T08:00:00+02:00,26.425,13.085,196.73,54.485,45.045
2021-08-06T09:00:00+02:00,25.655,11.42,188.2,55.095,50.955
2021-08-06T10:00:00+02:00,24.315,11.0,176.735,53.56,48.82
2021-08-06T11:00:00+02:00,22.815,10.655,172.125,52.55,55.265
2021-08-06T12:00:00+02:00,22.51,11.31,169.025,51.63,50.815
2021-08-06T13:00:00+02:00,22.865,11.67,173.805,50.465,50.015
2021-08-06T14:00:00+02:00,23.035,10.46,164.69,47.675,55.23
2021-08-06T15:00:00+02:00,22.49,11.355,161.25,43.815,48.63
2021-08-06T16:00:00+02:00,23.27,11.015,162.445,44.835,47.155
2021-08-06T17:00:00+02:00,23.475,12.09,162.66,44.585,45.345
2021-08-06T18:00:00+02:00,25.45,14.12,170.72,45.845,39.495
2021-08-06T19:00:00+02:00,25.875,13.52,174.575,46.695,40.05
2021-08-06T20:00:00+02:00,26.015,12.785,182.82,45.435,39.76
2021-08-06T21:00:00+02:00,24.605,12.845,165.035,40.9,37.03
2021-08-06T22:00:00+02:00,23.86,11.63,152.84,36.8,40.515
2021-08-06T23:00:00+02:00,21.985,11.53,144.295,31.475,39.41
2021-08-07T00:00:00+02:00,17.88,9.455,127.695,27.96,38.015
2021-08-07T01:00:00+02:00,15.83,9.06,119.5,24.16,38.475
2021-08-07T02:00:00+02:00,13.25,8.91,112.735,22.1,39.085
2021-08-07T03:00:00+02:00,15.46,8.82,111.535,21.85,37.93
2021-08-07T04:00:00+02:00,16.195,8.5,111.49,22.17,35.37
2021-08-07T05:00:00+02:00,17.795,9.05,117.025,23.755,35.385
2021-08-07T06:00:00+02:00,21.46,10.6,138.48,30.62,37.395
2021-08-07T07:00:00+02:00,22.855,12.89,170.13,40.31,39.44
2021-08-07T08:00:00+02:00,25.175,13.98,189.235,49.595,40.935
2021-08-07T09:00:00+02:00,26.05,13.835,191.625,54.605,39.13
2021-08-07T10:00:00+02:00,24.82,12.925,183.635,49.625,40.7
2021-08-07T11:00:00+02:00,24.885,12.915,172.075,46.145,41.175
2021-08-07T12:00:00+02:00,24.115,12.19,170.485,45.26,40.9
2021-08-07T13:00:00+02:00,22.72,11.005,170.72,46.075,38.075
2021-08-07T14:00:00+02:00,23.32,10.98,158.07,43.365,39.58
2021-08-07T15:00:00+02:00,22.435,11.41,154.14,39.44,41.41
2021-08-07T16:00:00+02:00,21.845,10.875,158.755,41.515,36.29
2021-08-07T17:00:00+02:00,23.285,12.69,163.795,43.435,38.365
2021-08-07T18:00:00+02:00,23.465,13.5,167.995,43.54,37.725
2021-08-07T19:00:00+02:00,25.975,15.48,172.18,41.875,39.265
2021-08-07T20:00:00+02:00,23.41,13.785,177.15,42.005,37.96
2021-08-07T21:00:00+02:00,21.245,12.85,157.535,36.24,37.325
2021-08-07T22:00:00+02:00,23.765,10.12,146.2,32.9,38.625
2021-08-07T23:00:00+02:00,21.26,11.37,142.785,31.01,41.14
2021-08-08T00:00:00+02:00,18.945,9.835,129.61,28.86,38.19
2021-08-08T01:00:00+02:00,16.99,8.68,119.55,24.535,38.21
2021-08-08T02:00:00+02:00,17.025,8.525,113.485,22.585,36.08
2021-08-08T03:00:00+02:00,16.475,8.9,111.23,22.025,39.08
2021-08-08T04:00:00+02:00,15.58,8.745,111.645,22.67,36.56
2021-08-08T05:00:00+02:00,17.27,10.565,117.79,23.625,37.15
2021-08-08T06:00:00+02:00,20.83,11.905,133.255,25.83,36.225
2021-08-08T07:00:00+02:00,22.1,13.525,156.9,33.5,37.99
2021-08-08T08:00:00+02:00,23.745,14.435,179.595,45.575,41.125
2021-08-08T09:00:00+02:00,23.71,16.995,197.5,48.82,38.58
2021-08-08T10:00:00+02:00,23.715,16.925,192.09,46.15,39.63
2021-08-08T11:00:00+02:00,23.55,15.34,179.525,41.68,40.14
2021-08-08T12:00:00+02:00,22.36,12.98,175.675,42.805,40.405
2021-08-08T13:00:00+02:00,22.53,13.26,168.945,42.9,40.8
2021-08-08T14:00:00+02:00,22.055,12.215,156.1,42.945,36.87
2021-08-08T15:00:00+02:00,21.885,12.675,150.76,40.94,36.71
2021-08-08T16:00:00+02:00,23.76,12.495,157.7,39.09,37.67
2021-08-08T17:00:00+02:00,23.105,13.89,161.49,42.745,37.505
2021-08-08T18:00:00+02:00,22.695,14.225,169.34,42.29,39.625
2021-08-08T19:00:00+02:00,24.395,16.69,178.865,40.88,40.645
2021-08-08T20:00:00+02:00,25.965,15.39,180.995,41.94,42.92
2021-08-08T21:00:00+02:00,24.085,13.275,169.86,38.53,38.15
2021-08-08T22:00:00+02:00,22.145,11.1,158.155,37.45,39.77
2021-08-08T23:00:00+02:00,20.235,11.055,143.27,33.02,40.65
2021-08-09T00:00:00+02:00,17.35,8.95,126.6,29.915,39.405
2021-08-09T01:00:00+02:00,15.695,8.08,119.435,24.965,39.115
2021-08-09T02:00:00+02:00,13.57,8.11,116.13,23.27,37.165
2021-08-09T03:00:00+02:00,14.65,9.335,114.6,21.855,38.93
2021-08-09T04:00:00+02:00,17.605,9.135,111.865,23.43,34.5
2021-08-09T05:00:00+02:00,19.02,11.795,119.88,23.685,38.03
2021-08-09T06:00:00+02:00,22.565,13.72,150.53,32.845,37.88
2021-08-09T07:00:00+02:00,24.24,16.355,190.39,49.2,44.9
2021-08-09T08:00:00+02:00,25.805,17.19,199.385,53.615,48.995
2021-08-09T09:00:00+02:00,23.8,14.76,191.595,51.855,47.245
2021-08-09T10:00:00+02:00,23.56,13.995,182.135,54.03,48.3
2021-08-09T11:00:00+02:00,22.085,12.36,172.8,48.01,46.78
2021-08-09T12:00:00+02:00,22.15,12.425,171.91,48.265,46.815
2021-08-09T13:00:00+02:00,23.03,13.175,168.505,49.355,44.81
2021-08-09T14:00:00+02:00,23.1,13.39,161.165,48.71,39.58
2021-08-09T15:00:00+02:00,21.72,13.225,156.2,46.7,37.895
2021-08-09T16:00:00+02:00,22.055,12.91,160.79,44.41,37.455
2021-08-09T17:00:00+02:00,22.09,13.58,163.885,45.895,37.85
2021-08-09T18:00:00+02:00,26.515,16.545,170.425,44.225,36.085
2021-08-09T19:00:00+02:00,27.06,17.35,179.495,43.775,39.575
2021-08-09T20:00:00+02:00,27.225,19.0,185.82,44.69,34.77
2021-08-09T21:00:00+02:00,23.71,17.07,172.22,41.47,34.13
2021-08-09T22:00:00+02:00,24.475,11.7,155.515,35.95,36.235
2021-08-09T23:00:00+02:00,23.415,12.02,140.15,32.885,35.855
2021-08-10T00:00:00+02:00,19.54,9.99,126.815,27.235,35.205
2021-08-10T01:00:00+02:00,18.105,9.14,116.965,24.665,33.675
2021-08-10T02:00:00+02:00,39.375,8.395,112.345,22.58,31.35
2021-08-10T03:00:00+02:00,18.66,8.95,110.36,21.97,34.535
2021-08-10T04:00:00+02:00,18.465,9.11,110.335,22.13,30.81
2021-08-10T05:00:00+02:00,20.725,12.025,121.045,25.16,32.03
2021-08-10T06:00:00+02:00,24.73,15.065,149.66,32.93,33.475
2021-08-10T07:00:00+02:00,25.125,17.245,190.41,48.435,38.08
2021-08-10T08:00:00+02:00,26.8,17.665,197.585,54.265,44.39
2021-08-10T09:00:00+02:00,24.545,15.385,191.05,57.125,45.29
2021-08-10T10:00:00+02:00,25.0,13.075,176.52,52.155,44.565
2021-08-10T11:00:00+02:00,22.325,13.125,166.505,50.185,42.545
2021-08-10T12:00:00+02:00,21.65,12.27,169.385,47.99,43.455
2021-08-10T13:00:00+02:00,22.97,12.375,170.055,47.71,41.445
2021-08-10T14:00:00+02:00,22.09,11.66,160.395,47.31,44.93
2021-08-10T15:00:00+02:00,20.695,10.72,155.865,47.43,44.385
2021-08-10T16:00:00+02:00,22.075,11.755,156.74,45.265,45.22
2021-08-10T17:00:00+02:00,22.97,13.88,163.19,46.56,40.075
2021-08-10T18:00:00+02:00,24.845,14.745,170.26,45.215,36.68
2021-08-10T19:00:00+02:00,27.01,18.98,179.02,48.25,37.03
2021-08-10T20:00:00+02:00,27.77,18.575,183.62,46.195,36.12
2021-08-10T21:00:00+02:00,24.93,15.935,173.955,42.465,32.985
2021-08-10T22:00:00+02:00,25.385,11.885,155.54,35.44,34.68
2021-08-10T23:00:00+02:00,24.825,11.405,145.025,33.82,36.485
2021-08-11T00:00:00+02:00,21.78,9.99,128.28,30.02,38.275
2021-08-11T01:00:00+02:00,20.98,9.01,120.59,26.795,35.75
2021-08-11T02:00:00+02:00,20.04,9.16,113.6,24.095,35.755
2021-08-11T03:00:00+02:00,20.715,9.33,112.27,24.02,37.9
2021-08-11T04:00:00+02:00,18.65,9.375,112.385,23.505,34.475
2021-08-11T05:00:00+02:00,20.15,12.645,120.72,26.285,34.335
2021-08-11T06:00:00+02:00,22.745,15.87,151.115,32.03,33.71
2021-08-11T07:00:00+02:00,24.28,20.125,191.225,46.945,36.96
2021-08-11T08:00:00+02:00,24.35,18.61,197.85,57.04,45.225
2021-08-11T09:00:00+02:00,23.235,17.4,190.845,55.245,41.285
2021-08-11T10:00:00+02:00,22.255,15.93,178.885,54.97,42.515
2021-08-11T11:00:00+02:00,23.415,14.61,168.8,52.175,41.12
2021-08-11T12:00:00+02:00,25.06,14.335,169.235,51.27,44.335
2021-08-11T13:00:00+02:00,24.565,13.42,170.6,52.805,40.48
2021-08-11T14:00:00+02:00,23.96,13.13,162.22,51.09,39.385
2021-08-11T15:00:00+02:00,23.77,12.59,155.485,47.18,41.75
2021-08-11T16:00:00+02:00,23.495,12.945,158.345,48.44,44.31
2021-08-11T17:00:00+02:00,24.535,16.985,168.125,48.31,38.0
2021-08-11T18:00:00+02:00,24.645,18.395,173.555,46.555,36.31
2021-08-11T19:00:00+02:00,26.83,19.765,181.93,45.89,39.705
2021-08-11T20:00:00+02:00,27.015,18.435,183.56,45.08,36.415
2021-08-11T21:00:00+02:00,23.46,14.83,172.48,41.44,35.47
2021-08-11T22:00:00+02:00,24.33,12.26,153.885,36.815,34.73
2021-08-11T23:00:00+02:00,23.085,12.925,141.41,34.265,38.985
2021-08-12T00:00:00+02:00,21.48,10.71,128.63,30.15,36.575
2021-08-12T01:00:00+02:00,20.54,9.72,120.32,25.805,35.44
2021-08-12T02:00:00+02:00,21.005,8.845,113.915,24.75,31.865
2021-08-12T03:00:00+02:00,20.985,9.41,111.87,22.71,34.705
2021-08-12T04:00:00+02:00,20.555,9.375,111.86,23.135,31.205
2021-08-12T05:00:00+02:00,23.115,11.635,121.07,25.925,31.7
2021-08-12T06:00:00+02:00,24.125,14.275,153.15,33.335,33.555
2021-08-12T07:00:00+02:00,25.64,16.23,195.74,49.34,40.905
2021-08-12T08:00:00+02:00,27.95,19.085,200.08,56.48,40.495
2021-08-12T09:00:00+02:00,26.32,18.16,187.16,54.995,40.66
2021-08-12T10:00:00+02:00,23.61,14.235,180.145,54.895,43.585
2021-08-12T11:00:00+02:00,22.605,13.91,168.855,49.405,40.9
2021-08-12T12:00:00+02:00,22.785,12.98,165.26,51.995,37.82
2021-08-12T13:00:00+02:00,22.62,12.34,168.54,50.67,41.665
2021-08-12T14:00:00+02:00,21.74,12.8,161.01,49.92,45.34
2021-08-12T15:00:00+02:00,21.53,11.975,156.805,48.11,45.08
2021-08-12T16:00:00+02:00,22.56,12.58,160.115,45.76,45.985
2021-08-12T17:00:00+02:00,24.655,15.485,162.8,46.11,42.91
2021-08-12T18:00:00+02:00,25.45,19.335,175.785,46.315,42.23
2021-08-12T19:00:00+02:00,27.43,22.595,181.39,47.225,41.675
2021-08-12T20:00:00+02:00,27.78,21.135,182.09,44.675,38.845
2021-08-12T21:00:00+02:00,24.92,17.31,167.765,39.81,33.565
2021-08-12T22:00:00+02:00,24.93,14.005,155.15,36.34,36.9
2021-08-12T23:00:00+02:00,24.02,13.355,147.765,35.895,37.62
2021-08-13T00:00:00+02:00,20.65,11.39,129.14,29.8,36.3
2021-08-13T01:00:00+02:00,20.325,10.14,120.76,26.415,36.805
2021-08-13T02:00:00+02:00,19.16,10.595,113.575,23.04,33.37
2021-08-13T03:00:00+02:00,19.545,10.945,113.695,23.305,34.35
2021-08-13T04:00:00+02:00,19.98,10.315,113.41,23.425,34.595
2021-08-13T05:00:00+02:00,23.84,12.755,121.375,26.05,33.075
2021-08-13T06:00:00+02:00,25.6,17.625,151.805,35.03,33.8
2021-08-13T07:00:00+02:00,26.335,21.36,191.78,46.9,39.255
2021-08-13T08:00:00+02:00,26.81,21.235,199.77,54.935,42.195
2021-08-13T09:00:00+02:00,28.59,17.13,188.55,53.965,45.05
2021-08-13T10:00:00+02:00,25.19,15.12,180.17,53.57,44.185
2021-08-13T11:00:00+02:00,23.025,14.275,172.645,50.18,45.135
2021-08-13T12:00:00+02:00,21.525,13.305,170.08,49.93,50.205
2021-08-13T13:00:00+02:00,22.45,13.08,169.395,48.87,52.46
2021-08-13T14:00:00+02:00,23.01,12.68,161.91,50.795,54.02
2021-08-13T15:00:00+02:00,23.075,12.13,156.61,48.075,38.605
2021-08-13T16:00:00+02:00,23.41,13.08,161.0,48.28,37.385
2021-08-13T17:00:00+02:00,22.925,15.165,165.305,46.51,36.435
2021-08-13T18:00:00+02:00,,17.78,178.09,46.99,40.14
2021-08-13T19:00:00+02:00,,19.91,179.585,47.715,39.33
2021-08-13T20:00:00+02:00,,18.965,181.805,43.37,36.02
2021-08-13T21:00:00+02:00,,15.345,172.975,39.26,34.18
2021-08-13T22:00:00+02:00,,13.57,152.435,37.07,36.31
2021-08-13T23:00:00+02:00,,13.51,150.025,34.65,36.575
2021-08-14T00:00:00+02:00,,10.62,129.655,29.975,38.11
2021-08-14T01:00:00+02:00,,9.735,120.84,25.61,35.93
2021-08-14T02:00:00+02:00,,9.115,114.865,24.055,33.83
2021-08-14T03:00:00+02:00,,8.81,112.38,23.03,35.85
2021-08-14T04:00:00+02:00,,8.815,112.28,26.62,34.16
2021-08-14T05:00:00+02:00,,10.715,112.4,26.66,
2021-08-14T06:00:00+02:00,,14.555,,,
2021-08-14T07:00:00+02:00,,18.855,,,
2021-08-14T08:00:00+02:00,,20.42,,,
2021-08-14T09:00:00+02:00,,19.46,,,
2021-08-14T10:00:00+02:00,,17.075,,,
2021-08-14T11:00:00+02:00,,16.62,,,
2021-08-14T12:00:00+02:00,,15.93,,,
2021-08-14T13:00:00+02:00,,13.745,,,
2021-08-14T14:00:00+02:00,,12.655,,,
2021-08-14T15:00:00+02:00,,12.935,,,
2021-08-14T16:00:00+02:00,,13.68,,,
2021-08-14T17:00:00+02:00,,14.195,,,
2021-08-14T18:00:00+02:00,,16.83,,,
2021-08-14T19:00:00+02:00,,18.635,,,
2021-08-14T20:00:00+02:00,,17.755,,,
2021-08-14T21:00:00+02:00,,14.875,,,
2021-08-14T22:00:00+02:00,,12.385,,,
2021-08-14T23:00:00+02:00,,12.765,,,
2021-08-15T00:00:00+02:00,,11.27,,,
2021-08-15T01:00:00+02:00,,9.38,,,
2021-08-15T02:00:00+02:00,,9.545,,,
2021-08-15T03:00:00+02:00,,9.22,,,
2021-08-15T04:00:00+02:00,,9.18,,,
2021-08-15T05:00:00+02:00,,12.165,,,
2021-08-15T06:00:00+02:00,,14.005,,,
2021-08-15T07:00:00+02:00,,17.065,,,
2021-08-15T08:00:00+02:00,,19.24,,,
2021-08-15T09:00:00+02:00,,18.215,,,
2021-08-15T10:00:00+02:00,,17.85,,,
2021-08-15T11:00:00+02:00,,17.19,,,
2021-08-15T12:00:00+02:00,,14.92,,,
2021-08-15T13:00:00+02:00,,13.775,,,
2021-08-15T14:00:00+02:00,,12.27,,,
2021-08-15T15:00:00+02:00,,12.55,,,
2021-08-15T16:00:00+02:00,,12.82,,,
2021-08-15T17:00:00+02:00,,14.36,,,
2021-08-15T18:00:00+02:00,,17.745,,,
2021-08-15T19:00:00+02:00,,19.07,,,
2021-08-15T20:00:00+02:00,,17.125,,,
2021-08-15T21:00:00+02:00,,14.625,,,
2021-08-15T22:00:00+02:00,,13.145,,,
2021-08-15T23:00:00+02:00,,13.975,,,
2021-08-16T00:00:00+02:00,,11.8,,,
2021-08-16T01:00:00+02:00,,10.04,,,35.075
2021-08-16T02:00:00+02:00,,9.735,,,35.53
2021-08-16T03:00:00+02:00,,9.225,,,34.53
2021-08-16T04:00:00+02:00,22.985,9.65,111.42,25.86,33.28
2021-08-16T05:00:00+02:00,23.255,11.595,122.19,23.925,32.27
2021-08-16T06:00:00+02:00,25.265,14.86,152.205,32.44,32.835
2021-08-16T07:00:00+02:00,25.255,18.435,185.035,44.25,40.415
2021-08-16T08:00:00+02:00,27.61,19.015,196.195,50.935,42.44
2021-08-16T09:00:00+02:00,26.795,16.965,191.005,52.745,38.66
2021-08-16T10:00:00+02:00,23.285,14.47,180.505,53.11,43.535
2021-08-16T11:00:00+02:00,22.83,13.635,176.82,48.995,43.73
2021-08-16T12:00:00+02:00,22.88,11.83,176.15,49.705,40.075
2021-08-16T13:00:00+02:00,22.635,11.69,172.51,47.365,44.725
2021-08-16T14:00:00+02:00,23.27,11.965,159.125,46.505,44.19
2021-08-16T15:00:00+02:00,22.635,12.095,154.73,44.52,39.06
2021-08-16T16:00:00+02:00,23.435,13.615,158.41,44.45,40.35
2021-08-16T17:00:00+02:00,25.06,15.275,164.105,45.95,37.355
2021-08-16T18:00:00+02:00,25.52,15.26,174.51,43.975,37.955
2021-08-16T19:00:00+02:00,27.205,17.78,181.02,46.55,38.315
2021-08-16T20:00:00+02:00,27.825,17.695,186.035,45.425,38.12
2021-08-16T21:00:00+02:00,24.91,14.575,171.915,41.135,34.67
2021-08-16T22:00:00+02:00,25.05,10.87,156.645,36.735,38.21
2021-08-16T23:00:00+02:00,23.505,11.11,155.095,34.575,37.55
2021-08-17T00:00:00+02:00,20.72,8.925,126.015,28.795,34.745
2021-08-17T01:00:00+02:00,20.535,8.57,115.23,24.77,34.155
2021-08-17T02:00:00+02:00,39.545,9.125,109.265,23.465,33.225
2021-08-17T03:00:00+02:00,19.35,8.53,110.81,21.76,34.76
2021-08-17T04:00:00+02:00,19.985,8.615,112.535,24.495,32.485
2021-08-17T05:00:00+02:00,22.7,10.67,120.605,24.195,32.26
2021-08-17T06:00:00+02:00,24.685,13.075,144.225,30.28,33.15
2021-08-17T07:00:00+02:00,24.08,18.36,181.55,44.6,40.42
2021-08-17T08:00:00+02:00,26.45,17.495,191.83,51.355,42.71
2021-08-17T09:00:00+02:00,25.515,14.23,188.64,54.09,41.25
2021-08-17T10:00:00+02:00,24.645,13.495,177.765,54.18,45.47
2021-08-17T11:00:00+02:00,23.24,11.995,171.815,47.555,42.295
2021-08-17T12:00:00+02:00,22.815,12.295,174.68,48.775,38.165
2021-08-17T13:00:00+02:00,22.665,12.2,174.23,49.81,44.175
2021-08-17T14:00:00+02:00,24.725,12.025,165.735,46.58,41.285
2021-08-17T15:00:00+02:00,23.32,12.645,164.495,45.38,41.775
2021-08-17T16:00:00+02:00,24.515,12.47,165.585,44.19,42.12
2021-08-17T17:00:00+02:00,22.15,12.895,158.825,44.495,39.775
2021-08-17T18:00:00+02:00,22.735,15.97,170.165,44.155,36.295
2021-08-17T19:00:00+02:00,26.115,20.875,176.2,43.52,38.64
2021-08-17T20:00:00+02:00,25.85,19.975,177.555,41.78,36.175
2021-08-17T21:00:00+02:00,22.82,15.475,164.61,38.21,33.945
2021-08-17T22:00:00+02:00,23.04,13.66,148.045,34.305,35.505
2021-08-17T23:00:00+02:00,23.595,13.275,138.535,30.99,35.855
2021-08-18T00:00:00+02:00,21.6,11.73,122.59,26.575,34.64
2021-08-18T01:00:00+02:00,22.26,10.86,117.075,22.365,33.72
2021-08-18T02:00:00+02:00,21.74,10.71,111.39,22.35,32.57
2021-08-18T03:00:00+02:00,21.9,10.335,110.535,22.265,35.7
2021-08-18T04:00:00+02:00,22.085,9.93,111.405,24.41,32.92
2021-08-18T05:00:00+02:00,23.17,11.65,118.505,24.575,32.715
2021-08-18T06:00:00+02:00,24.815,13.995,144.605,29.335,34.125
2021-08-18T07:00:00+02:00,25.05,18.01,180.17,42.32,39.18
2021-08-18T08:00:00+02:00,25.595,18.315,195.83,51.93,39.12
2021-08-18T09:00:00+02:00,24.68,17.26,188.39,53.77,42.875
2021-08-18T10:00:00+02:00,24.245,17.515,176.3,49.15,47.33
2021-08-18T11:00:00+02:00,23.3,15.89,170.59,47.74,42.47
2021-08-18T12:00:00+02:00,24.305,13.145,170.495,49.49,45.425
2021-08-18T13:00:00+02:00,23.85,11.385,169.875,48.98,41.845
2021-08-18T14:00:00+02:00,58.925,11.005,170.965,46.93,38.04
2021-08-18T15:00:00+02:00,59.235,11.8,172.0,45.645,37.72
2021-08-18T16:00:00+02:00,23.4,12.735,159.78,44.2,37.955
2021-08-18T17:00:00+02:00,26.125,14.24,161.765,45.225,38.29
2021-08-18T18:00:00+02:00,27.02,18.43,173.685,46.19,36.41
2021-08-18T19:00:00+02:00,29.185,21.485,177.37,44.77,38.15
2021-08-18T20:00:00+02:00,28.61,18.865,182.33,43.43,38.99
2021-08-18T21:00:00+02:00,25.015,14.91,168.185,39.01,34.52
2021-08-18T22:00:00+02:00,23.08,13.075,151.95,35.02,36.845
2021-08-18T23:00:00+02:00,21.34,13.805,152.695,35.615,36.135
2021-08-19T00:00:00+02:00,18.45,10.15,125.785,29.505,33.86
2021-08-19T01:00:00+02:00,18.38,8.775,117.07,24.815,33.19
2021-08-19T02:00:00+02:00,17.195,9.785,112.55,23.495,30.91
2021-08-19T03:00:00+02:00,18.385,8.9,111.39,22.37,34.335
